,Suburb,Address,Type,Method,SellerG,CouncilArea,Regionname,Rooms,Price,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,main_lat,main_lon,station,Distance_to_Station
139,Altona,1/28 Seves St,h,S,hockingstuart,Hobsons Bay City Council,Western Metropolitan,3,712000.0,13.8,3018.0,3.0,1.0,2.0,363.0,-37.8674,144.8375,Seaholme,0.3075
140,Altona,27 McIntyre Dr,h,SP,Greg,Hobsons Bay City Council,Western Metropolitan,3,840000.0,13.8,3018.0,3.0,2.0,2.0,534.0,-37.86,144.8245,Altona,0.9679
141,Altona,4 Boyd St,h,S,Barlow,Hobsons Bay City Council,Western Metropolitan,3,980000.0,13.8,3018.0,3.0,1.0,2.0,724.0,-37.8672,144.817,Westona,0.3814
142,Altona,12 Spear Ct,t,S,hockingstuart,Hobsons Bay City Council,Western Metropolitan,3,605100.0,13.8,3018.0,3.0,2.0,0.0,265.0,-37.8583,144.8172,Westona,0.8297
143,Altona,185 Queen St,h,PI,Barlow,Hobsons Bay City Council,Western Metropolitan,3,880000.0,13.8,3018.0,3.0,3.0,1.0,577.0,-37.8699,144.8235,Altona,0.6897
144,Altona,3/20 Mulga St,u,S,Williams,Hobsons Bay City Council,Western Metropolitan,3,577000.0,13.8,3018.0,3.0,2.0,1.0,205.0,-37.8684,144.815,Westona,0.3829
145,Altona,51 Millers Rd,h,S,Barlow,Hobsons Bay City Council,Western Metropolitan,4,1030000.0,13.8,3018.0,4.0,1.0,0.0,797.0,-37.8663,144.8387,Seaholme,0.2622
146,Altona,2/119 Railway St N,u,S,Barlow,Hobsons Bay City Council,Western Metropolitan,3,605000.0,13.8,3018.0,3.0,1.0,2.0,181.0,-37.8659,144.822,Westona,0.7505
147,Altona,24 McIntyre Dr,h,S,Barlow,Hobsons Bay City Council,Western Metropolitan,3,753000.0,13.8,3018.0,3.0,2.0,2.0,529.0,-37.8612,144.8247,Altona,0.8491
148,Altona,104 Maidstone St,h,SP,hockingstuart,Hobsons Bay City Council,Western Metropolitan,2,857000.0,13.8,3018.0,2.0,2.0,1.0,675.0,-37.8653,144.8129,Westona,0.0548
149,Altona,49 Bent St,h,S,Barlow,Hobsons Bay City Council,Western Metropolitan,3,1500000.0,13.8,3018.0,3.0,1.0,1.0,929.0,-37.8651,144.832,Altona,0.2685
150,Altona,5/57 Blyth St,u,SP,Barlow,Hobsons Bay City Council,Western Metropolitan,3,730000.0,13.8,3018.0,3.0,2.0,1.0,70.0,-37.868,144.8285,Altona,0.2027
151,Altona,15 Kookaburra St,h,S,Sweeney,Hobsons Bay City Council,Western Metropolitan,3,900000.0,13.8,3018.0,3.0,1.0,4.0,697.0,-37.871,144.8075,Westona,0.8357
152,Altona,219 Civic Pde,h,S,Greg,Hobsons Bay City Council,Western Metropolitan,3,740000.0,13.8,3018.0,3.0,1.0,2.0,604.0,-37.8631,144.8195,Westona,0.5745
153,Altona,3 Curtin Ct,h,S,Sweeney,Hobsons Bay City Council,Western Metropolitan,4,931000.0,13.8,3018.0,4.0,2.0,3.0,532.0,-37.8637,144.8365,Seaholme,0.6045
154,Altona,2/60 David St,h,SP,Compton,Hobsons Bay City Council,Western Metropolitan,2,535600.0,13.8,3018.0,2.0,1.0,1.0,154.0,-37.8646,144.8272,Altona,0.4196
155,Altona North,4 Knapp St,h,S,Jas,Hobsons Bay City Council,Western Metropolitan,3,781000.0,11.1,3025.0,3.0,1.0,2.0,533.0,-37.8291,144.835,Tottenham,4.128
156,Altona North,21 Hatherley Gr,h,SP,Jas,Hobsons Bay City Council,Western Metropolitan,3,750000.0,11.1,3025.0,3.0,1.0,3.0,554.0,-37.8449,144.85,Seaholme,2.6718
157,Altona North,3/66 Marion St,t,S,hockingstuart,Hobsons Bay City Council,Western Metropolitan,2,421000.0,11.1,3025.0,2.0,1.0,1.0,77.0,-37.8351,144.8529,Newport,2.8262
158,Altona North,153 Mills St,h,S,Sweeney,Hobsons Bay City Council,Western Metropolitan,3,1405000.0,11.1,3025.0,3.0,1.0,3.0,655.0,-37.8338,144.8562,Newport,2.6028
159,Altona North,33 Carthy St,h,S,FN,Hobsons Bay City Council,Western Metropolitan,3,683000.0,11.1,3025.0,3.0,1.0,2.0,534.0,-37.8284,144.8355,Tottenham,4.0393
160,Altona North,16 Harris St,h,S,Sweeney,Hobsons Bay City Council,Western Metropolitan,3,623000.0,11.1,3025.0,3.0,1.0,3.0,540.0,-37.8267,144.8368,Tottenham,3.8196
161,Altona North,1/95 Mills St,h,S,Williams,Hobsons Bay City Council,Western Metropolitan,3,588000.0,11.1,3025.0,3.0,1.0,1.0,328.0,-37.838,144.8555,Newport,2.5231
162,Altona North,5 Binns St,h,PI,Village,Hobsons Bay City Council,Western Metropolitan,3,710000.0,11.1,3025.0,3.0,1.0,3.0,540.0,-37.8294,144.8378,Tottenham,4.0145
163,Altona North,25 Allan St,h,SP,Jas,Hobsons Bay City Council,Western Metropolitan,4,875000.0,11.1,3025.0,3.0,1.0,4.0,559.0,-37.8448,144.8529,Newport,2.706
164,Altona North,1/256 Mason St,t,S,Williams,Hobsons Bay City Council,Western Metropolitan,2,640000.0,11.1,3025.0,2.0,1.0,1.0,252.0,-37.8397,144.8602,Newport,2.0824
165,Altona North,21 Allan St,h,SP,Williams,Hobsons Bay City Council,Western Metropolitan,4,650000.0,11.1,3025.0,4.0,1.0,4.0,558.0,-37.8451,144.8529,Newport,2.7091
166,Altona North,2/36 May St,h,S,hockingstuart,Hobsons Bay City Council,Western Metropolitan,3,675000.0,11.1,3025.0,3.0,2.0,2.0,171.0,-37.8337,144.8554,Newport,2.6721
167,Altona North,11 Beevers St,h,S,Greg,Hobsons Bay City Council,Western Metropolitan,3,708000.0,11.1,3025.0,3.0,1.0,2.0,585.0,-37.8258,144.8523,Spotswood,3.0035
168,Altona North,10 Murphy St,h,SP,Gunn&Co,Hobsons Bay City Council,Western Metropolitan,4,965000.0,11.1,3025.0,4.0,1.0,4.0,851.0,-37.8345,144.8444,Newport,3.562
169,Altona North,16 Beevers St,h,S,Sweeney,Hobsons Bay City Council,Western Metropolitan,3,680000.0,11.1,3025.0,3.0,1.0,3.0,551.0,-37.8254,144.8514,Tottenham,3.0791
170,Altona North,21 Neal Ct,h,SP,hockingstuart,Hobsons Bay City Council,Western Metropolitan,3,770000.0,11.1,3025.0,3.0,1.0,3.0,602.0,-37.8327,144.8451,Newport,3.5601
171,Altona North,31 Duosa Rd,h,S,Greg,Hobsons Bay City Council,Western Metropolitan,3,923000.0,11.1,3025.0,3.0,1.0,2.0,740.0,-37.8269,144.8455,Tottenham,3.4349
172,Altona North,252 Millers Rd,h,SP,Raine&Horne,Hobsons Bay City Council,Western Metropolitan,4,693000.0,11.1,3025.0,4.0,2.0,4.0,315.0,-37.8391,144.8467,Seaholme,3.2356
173,Altona North,1/156 Chambers Rd,h,SP,Hunter,Hobsons Bay City Council,Western Metropolitan,3,620000.0,11.1,3025.0,5.0,2.0,2.0,276.0,-37.8262,144.8443,Tottenham,3.4147
174,Altona North,2 Gadsden St,h,S,Jas,Hobsons Bay City Council,Western Metropolitan,3,728500.0,11.1,3025.0,3.0,1.0,1.0,531.0,-37.8277,144.8385,Tottenham,3.8232
175,Altona North,24 Hansen St,h,S,hockingstuart,Hobsons Bay City Council,Western Metropolitan,3,931000.0,11.1,3025.0,3.0,2.0,1.0,590.0,-37.8382,144.8649,Newport,1.7176
176,Altona North,4 Prismall St,h,S,Sweeney,Hobsons Bay City Council,Western Metropolitan,3,988000.0,11.1,3025.0,3.0,1.0,4.0,715.0,-37.8423,144.8632,Newport,1.7923
177,Altona North,122 McIntosh Rd,h,S,Village,Hobsons Bay City Council,Western Metropolitan,3,590000.0,11.1,3025.0,3.0,1.0,2.0,561.0,-37.8444,144.8491,Seaholme,2.703
178,Altona North,35 May St,h,S,RT,Hobsons Bay City Council,Western Metropolitan,2,610000.0,11.1,3025.0,2.0,1.0,2.0,691.0,-37.834,144.8553,Newport,2.6679
179,Altona North,6 Hill St,h,S,hockingstuart,Hobsons Bay City Council,Western Metropolitan,3,815000.0,11.1,3025.0,3.0,2.0,3.0,555.0,-37.8318,144.8388,Altona,4.0069
180,Altona North,84 May St,h,S,Greg,Hobsons Bay City Council,Western Metropolitan,4,970000.0,11.1,3025.0,4.0,1.0,2.0,708.0,-37.833,144.8494,Newport,3.1922
181,Altona North,155 Chambers Rd,h,S,Hunter,Hobsons Bay City Council,Western Metropolitan,4,760000.0,11.1,3025.0,4.0,1.0,3.0,668.0,-37.8262,144.8439,Tottenham,3.4317
182,Altona North,268d Mason St,t,S,RT,Hobsons Bay City Council,Western Metropolitan,4,847500.0,11.1,3025.0,4.0,3.0,1.0,252.0,-37.8393,144.8568,Newport,2.3842
183,Altona North,5 Cresser St,h,SP,RT,Hobsons Bay City Council,Western Metropolitan,4,1200000.0,11.1,3025.0,4.0,1.0,4.0,633.0,-37.8375,144.8541,Newport,2.655
184,Altona North,107 McIntosh Rd,h,SP,Hunter,Hobsons Bay City Council,Western Metropolitan,3,700000.0,11.1,3025.0,3.0,1.0,1.0,557.0,-37.8441,144.8505,Seaholme,2.7698
185,Altona North,10 Knapp St,h,PI,Hunter,Hobsons Bay City Council,Western Metropolitan,3,625000.0,11.1,3025.0,3.0,1.0,1.0,536.0,-37.8285,144.8351,Tottenham,4.0693
186,Altona North,4/221 Blackshaws Rd,u,S,Jas,Hobsons Bay City Council,Western Metropolitan,2,292000.0,11.1,3025.0,2.0,1.0,1.0,153.0,-37.8332,144.8649,Spotswood,1.8696
187,Armadale,1/42 Adelaide St,u,VB,Noel,Stonnington City Council,Southern Metropolitan,2,550000.0,6.3,3143.0,2.0,1.0,0.0,861.0,-37.8539,145.0284,Armadale,0.8411
188,Armadale,4/769 High St,t,S,Jellis,Stonnington City Council,Southern Metropolitan,3,1205000.0,6.3,3143.0,3.0,2.0,2.0,101.0,-37.854,145.0135,Toorak,0.3515
189,Armadale,7 Llaneast St,h,S,Jellis,Stonnington City Council,Southern Metropolitan,3,1939000.0,6.3,3143.0,3.0,2.0,2.0,296.0,-37.8614,145.0274,Malvern,0.5643
190,Armadale,28 Cambridge St,h,S,Hodges,Stonnington City Council,Southern Metropolitan,3,1870000.0,6.3,3143.0,3.0,1.0,1.0,217.0,-37.8592,145.0182,Armadale,0.3243
191,Armadale,12 Willis St,h,S,Marshall,Stonnington City Council,Southern Metropolitan,3,2050000.0,6.3,3143.0,3.0,2.0,1.0,205.0,-37.8574,145.0281,Armadale,0.7736
192,Armadale,526 Orrong Rd,h,VB,Jellis,Stonnington City Council,Southern Metropolitan,4,3000000.0,6.3,3143.0,4.0,2.0,2.0,1581.0,-37.858,145.0111,Armadale,0.747
193,Armadale,9/19 Mercer Rd,u,PI,Marshall,Stonnington City Council,Southern Metropolitan,3,735000.0,6.3,3143.0,3.0,2.0,1.0,2113.0,-37.8543,145.0262,Armadale,0.6446
194,Armadale,538a Orrong Rd,t,S,RT,Stonnington City Council,Southern Metropolitan,3,1586000.0,6.3,3143.0,2.0,2.0,2.0,246.0,-37.8566,145.0116,Toorak,0.6681
195,Armadale,10 William St,h,SP,Jellis,Stonnington City Council,Southern Metropolitan,1,1435000.0,6.3,3143.0,2.0,2.0,1.0,144.0,-37.8564,145.0228,Armadale,0.3008
196,Armadale,40 New St,h,S,Marshall,Stonnington City Council,Southern Metropolitan,2,1210000.0,6.3,3143.0,2.0,1.0,0.0,249.0,-37.8543,145.016,Armadale,0.3796
197,Armadale,35 Northcote Rd,h,S,Marshall,Stonnington City Council,Southern Metropolitan,4,2801000.0,6.3,3143.0,4.0,2.0,2.0,624.0,-37.8536,145.0173,Armadale,0.364
198,Armadale,7/53 Wattletree Rd,u,S,Jellis,Stonnington City Council,Southern Metropolitan,1,390000.0,6.3,3143.0,1.0,1.0,0.0,881.0,-37.8614,145.0222,Armadale,0.6053
199,Armadale,791 High St,h,PI,RT,Stonnington City Council,Southern Metropolitan,3,1800000.0,6.3,3143.0,3.0,2.0,2.0,405.0,-37.8545,145.0145,Toorak,0.4109
200,Armadale,25 Llaneast St,h,PI,Jellis,Stonnington City Council,Southern Metropolitan,4,2200000.0,6.3,3143.0,4.0,1.0,2.0,495.0,-37.8613,145.0264,Malvern,0.6062
201,Armadale,34a Rose St,h,S,RT,Stonnington City Council,Southern Metropolitan,2,1125000.0,6.3,3143.0,3.0,1.0,2.0,169.0,-37.851,145.0161,Toorak,0.2033
202,Armadale,42 Rose St,h,S,Marshall,Stonnington City Council,Southern Metropolitan,3,2250000.0,6.3,3143.0,3.0,3.0,1.0,301.0,-37.8511,145.0167,Toorak,0.2568
203,Armadale,12 Auburn Gr,h,S,hockingstuart,Stonnington City Council,Southern Metropolitan,3,2360000.0,6.3,3143.0,3.0,2.0,0.0,336.0,-37.8558,145.015,Armadale,0.3905
204,Armadale,31 Hume St,h,VB,Jellis,Stonnington City Council,Southern Metropolitan,2,1900000.0,6.3,3143.0,2.0,2.0,0.0,207.0,-37.8571,145.0224,Armadale,0.2758
205,Armadale,19 Glassford St,h,S,Marshall,Stonnington City Council,Southern Metropolitan,3,2365000.0,6.3,3143.0,3.0,2.0,1.0,316.0,-37.8521,145.019,Toorak,0.4779
206,Armadale,14 New St,h,VB,Jellis,Stonnington City Council,Southern Metropolitan,3,1300000.0,6.3,3143.0,2.0,1.0,2.0,212.0,-37.8542,145.0149,Toorak,0.3853
207,Armadale,63 Denbigh Rd,h,S,Marshall,Stonnington City Council,Southern Metropolitan,3,1900000.0,6.3,3143.0,3.0,1.0,2.0,328.0,-37.8559,145.0158,Armadale,0.3194
208,Armadale,10/51 Armadale St,u,S,Jellis,Stonnington City Council,Southern Metropolitan,2,710000.0,6.3,3143.0,2.0,1.0,1.0,2471.0,-37.8573,145.0186,Armadale,0.1178
209,Armadale,2/377 Dandenong Rd,u,S,Jellis,Stonnington City Council,Southern Metropolitan,2,872000.0,6.3,3143.0,2.0,1.0,1.0,1194.0,-37.8604,145.0147,Armadale,0.6023
210,Armadale,75 Sutherland Rd,h,S,Marshall,Stonnington City Council,Southern Metropolitan,3,1285000.0,6.3,3143.0,3.0,1.0,2.0,186.0,-37.8554,145.0173,Armadale,0.2154
211,Armadale,3/769 High St,t,S,Jellis,Stonnington City Council,Southern Metropolitan,3,1101000.0,6.3,3143.0,3.0,1.0,2.0,103.0,-37.8542,145.0135,Toorak,0.3737
212,Armadale,17 Kooyong Rd,h,PI,Marshall,Stonnington City Council,Southern Metropolitan,4,2000000.0,6.3,3143.0,4.0,3.0,4.0,544.0,-37.8611,145.0195,Armadale,0.5188
213,Armadale,16 Llaneast St,h,S,Marshall,Stonnington City Council,Southern Metropolitan,5,2810000.0,6.3,3143.0,5.0,2.0,2.0,617.0,-37.8611,145.0271,Malvern,0.6042
214,Ascot Vale,30 Rothwell St,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,940000.0,5.9,3032.0,3.0,1.0,2.0,298.0,-37.7777,144.9195,Ascot Vale,0.3288
215,Ascot Vale,7 Francis St,h,SP,Nelson,Moonee Valley City Council,Western Metropolitan,3,1380000.0,5.9,3032.0,3.0,2.0,2.0,277.0,-37.7777,144.9221,Ascot Vale,0.2541
216,Ascot Vale,2/21 Harold St,u,VB,Jellis,Moonee Valley City Council,Western Metropolitan,2,490000.0,5.9,3032.0,2.0,1.0,1.0,423.0,-37.7736,144.9015,Showgrounds,1.6213
217,Ascot Vale,44 The Parade,h,S,Brad,Moonee Valley City Council,Western Metropolitan,4,1850000.0,5.9,3032.0,4.0,3.0,1.0,478.0,-37.7729,144.9179,Ascot Vale,0.4485
218,Ascot Vale,97 Walter St,h,S,Woodards,Moonee Valley City Council,Western Metropolitan,3,1284000.0,5.9,3032.0,3.0,1.0,2.0,623.0,-37.7758,144.9089,Showgrounds,1.0143
219,Ascot Vale,98 Epsom Rd,h,SP,Nelson,Moonee Valley City Council,Western Metropolitan,3,971000.0,5.9,3032.0,3.0,2.0,2.0,285.0,-37.775,144.9091,Showgrounds,1.0824
220,Ascot Vale,8 Geddes St,h,PI,Nelson,Moonee Valley City Council,Western Metropolitan,2,710000.0,5.9,3032.0,2.0,1.0,1.0,214.0,-37.7776,144.9142,Showgrounds,0.6654
221,Ascot Vale,119 Roseberry St,h,SP,Maddison,Moonee Valley City Council,Western Metropolitan,2,750000.0,5.9,3032.0,2.0,1.0,1.0,226.0,-37.7745,144.9093,Ascot Vale,1.1108
222,Ascot Vale,10 Fenton St,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,2,1053000.0,5.9,3032.0,2.0,1.0,1.0,269.0,-37.7748,144.929,Ascot Vale,0.6292
223,Ascot Vale,10 McCully St,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,1377000.0,5.9,3032.0,3.0,1.0,1.0,417.0,-37.7756,144.9208,Ascot Vale,0.0973
224,Ascot Vale,120 Epsom Rd,h,S,Brad,Moonee Valley City Council,Western Metropolitan,3,970000.0,5.9,3032.0,3.0,1.0,2.0,350.0,-37.7759,144.91,Showgrounds,0.9569
225,Ascot Vale,47 Hurtle St,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,2,940000.0,5.9,3032.0,2.0,1.0,1.0,330.0,-37.773,144.9049,Showgrounds,1.4703
226,Ascot Vale,63 Kent St,h,PI,Nelson,Moonee Valley City Council,Western Metropolitan,2,751000.0,5.9,3032.0,2.0,1.0,1.0,118.0,-37.7807,144.9288,Newmarket,0.69
227,Ascot Vale,4 The Parade,h,SP,Raine,Moonee Valley City Council,Western Metropolitan,2,950000.0,5.9,3032.0,2.0,1.0,1.0,173.0,-37.7731,144.9206,Ascot Vale,0.2817
228,Ascot Vale,1/17 Epsom Rd,u,S,Brad,Moonee Valley City Council,Western Metropolitan,2,685000.0,5.9,3032.0,2.0,1.0,2.0,228.0,-37.7718,144.9066,Moonee Ponds,1.2924
229,Ascot Vale,41 Monash St,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,1230000.0,5.9,3032.0,4.0,1.0,2.0,594.0,-37.7819,144.9064,Flemington Racecourse,0.6361
230,Ascot Vale,83 Roseberry St,h,S,Raine,Moonee Valley City Council,Western Metropolitan,3,910000.0,5.9,3032.0,3.0,1.0,0.0,317.0,-37.7746,144.9112,Ascot Vale,0.9435
231,Ascot Vale,51 Francis St,h,PI,Nelson,Moonee Valley City Council,Western Metropolitan,2,770000.0,5.9,3032.0,2.0,1.0,1.0,226.0,-37.7774,144.9186,Ascot Vale,0.3629
232,Ascot Vale,33 Dalgety Dr,h,S,Walshe,Moonee Valley City Council,Western Metropolitan,3,960000.0,5.9,3032.0,3.0,2.0,2.0,229.0,-37.7778,144.9065,Showgrounds,0.9822
233,Ascot Vale,12 Mirams St,h,SP,Raine,Moonee Valley City Council,Western Metropolitan,4,890000.0,5.9,3032.0,4.0,1.0,1.0,300.0,-37.7766,144.9143,Ascot Vale,0.6793
234,Ascot Vale,2 The Parade,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,2,965000.0,5.9,3032.0,2.0,1.0,1.0,170.0,-37.7732,144.9206,Ascot Vale,0.2715
235,Ascot Vale,78 The Parade,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,1440000.0,5.9,3032.0,3.0,1.0,1.0,487.0,-37.7725,144.9146,Ascot Vale,0.7179
236,Ascot Vale,11 Ascot St,h,S,Woodards,Moonee Valley City Council,Western Metropolitan,2,955000.0,5.9,3032.0,2.0,1.0,0.0,255.0,-37.7825,144.9208,Showgrounds,0.5245
237,Ascot Vale,2 Farncomb St,h,S,Jellis,Moonee Valley City Council,Western Metropolitan,3,801000.0,5.9,3032.0,3.0,1.0,2.0,431.0,-37.781,144.9207,Showgrounds,0.5771
238,Ascot Vale,26 Newsom St,h,PI,Brad,Moonee Valley City Council,Western Metropolitan,3,1000000.0,5.9,3032.0,3.0,2.0,2.0,440.0,-37.7746,144.9031,Showgrounds,1.4427
239,Ascot Vale,8 Pentland St,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,1435000.0,5.9,3032.0,3.0,2.0,2.0,532.0,-37.7737,144.904,Showgrounds,1.46
240,Ascot Vale,52 Monash St,h,PI,Jellis,Moonee Valley City Council,Western Metropolitan,3,1425000.0,5.9,3032.0,3.0,2.0,2.0,495.0,-37.7821,144.9055,Flemington Racecourse,0.628
241,Ascot Vale,58 Fenton St,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,4,1340000.0,5.9,3032.0,3.0,2.0,2.0,683.0,-37.775,144.932,Ascot Vale,0.8903
242,Ascot Vale,70 Munro St,h,S,Brad,Moonee Valley City Council,Western Metropolitan,3,955000.0,5.9,3032.0,3.0,1.0,1.0,263.0,-37.7753,144.9116,Ascot Vale,0.904
243,Ascot Vale,33 Hockey La,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,1255000.0,5.9,3032.0,3.0,2.0,2.0,308.0,-37.7759,144.9338,Ascot Vale,1.0487
244,Ascot Vale,7 Angler Pde,h,S,Raine,Moonee Valley City Council,Western Metropolitan,4,1640000.0,5.9,3032.0,4.0,3.0,2.0,562.0,-37.782,144.903,Flemington Racecourse,0.7223
245,Ascot Vale,2/127 Epsom Rd,u,SP,Brad,Moonee Valley City Council,Western Metropolitan,2,610000.0,5.9,3032.0,2.0,1.0,1.0,301.0,-37.7791,144.914,Showgrounds,0.5025
246,Ascot Vale,57 The Parade,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,940000.0,5.9,3032.0,3.0,3.0,1.0,491.0,-37.7727,144.9136,Ascot Vale,0.7885
247,Ascot Vale,62 Mirams St,h,SP,Brad,Moonee Valley City Council,Western Metropolitan,3,890000.0,5.9,3032.0,3.0,1.0,1.0,242.0,-37.7765,144.9114,Showgrounds,0.845
248,Ascot Vale,67 Hurtle St,h,SP,Brad,Moonee Valley City Council,Western Metropolitan,3,1180000.0,5.9,3032.0,3.0,2.0,2.0,617.0,-37.7742,144.906,Showgrounds,1.3056
249,Ascot Vale,95 Walter St,h,S,Raine,Moonee Valley City Council,Western Metropolitan,4,1480000.0,5.9,3032.0,4.0,2.0,2.0,597.0,-37.7757,144.9088,Showgrounds,1.0283
250,Ascot Vale,15 Bayview Tce,h,S,Brad,Moonee Valley City Council,Western Metropolitan,2,1150000.0,5.9,3032.0,2.0,1.0,1.0,387.0,-37.7734,144.9191,Ascot Vale,0.3322
251,Ascot Vale,57 Monash St,h,S,Brad,Moonee Valley City Council,Western Metropolitan,3,1350000.0,5.9,3032.0,3.0,1.0,3.0,575.0,-37.7828,144.9049,Flemington Racecourse,0.5691
252,Ascot Vale,54 South St,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,5,1905000.0,5.9,3032.0,5.0,2.0,2.0,521.0,-37.7778,144.9261,Ascot Vale,0.4553
253,Ascot Vale,3/8 Walter St,t,SP,Nelson,Moonee Valley City Council,Western Metropolitan,2,865000.0,5.9,3032.0,2.0,2.0,1.0,146.0,-37.7713,144.9038,Moonee Ponds,1.4849
254,Ascot Vale,2/225 Maribyrnong Rd,t,S,Brad,Moonee Valley City Council,Western Metropolitan,2,705000.0,5.9,3032.0,2.0,2.0,1.0,113.0,-37.7712,144.9088,Moonee Ponds,1.0931
255,Ascot Vale,21A Geddes St,h,S,Alexkarbon,Moonee Valley City Council,Western Metropolitan,3,1037500.0,5.9,3032.0,3.0,1.0,2.0,506.0,-37.7779,144.9133,Showgrounds,0.6456
256,Ascot Vale,1/20 Newsom St,t,S,Jellis,Moonee Valley City Council,Western Metropolitan,3,1050000.0,5.9,3032.0,3.0,2.0,2.0,318.0,-37.7744,144.9035,Showgrounds,1.4332
257,Ascot Vale,126 The Parade,h,S,Brad,Moonee Valley City Council,Western Metropolitan,2,1010000.0,5.9,3032.0,2.0,1.0,1.0,325.0,-37.7722,144.9117,Ascot Vale,0.9641
258,Ascot Vale,43 Bloomfield Rd,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,4,1430000.0,5.9,3032.0,4.0,2.0,0.0,418.0,-37.7766,144.9187,Ascot Vale,0.309
259,Ascot Vale,45 Bloomfield Rd,h,S,Brad,Moonee Valley City Council,Western Metropolitan,3,1291000.0,5.9,3032.0,3.0,1.0,2.0,414.0,-37.7766,144.9185,Ascot Vale,0.325
260,Ascot Vale,21 Middle St,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,1130000.0,5.9,3032.0,3.0,2.0,1.0,272.0,-37.7774,144.928,Ascot Vale,0.5808
261,Ascot Vale,78 Francis St,h,S,Brad,Moonee Valley City Council,Western Metropolitan,3,1135000.0,5.9,3032.0,3.0,1.0,1.0,296.0,-37.777,144.9176,Ascot Vale,0.4154
262,Ascot Vale,25 Geddes St,h,PI,Nelson,Moonee Valley City Council,Western Metropolitan,4,950000.0,5.9,3032.0,4.0,2.0,1.0,298.0,-37.7778,144.9131,Showgrounds,0.6606
263,Ascot Vale,18/54 Epsom Rd,u,PI,Jellis,Moonee Valley City Council,Western Metropolitan,2,390000.0,5.9,3032.0,2.0,1.0,1.0,1957.0,-37.7731,144.9074,Ascot Vale,1.2989
264,Ascot Vale,15 Mirams St,h,S,Jellis,Moonee Valley City Council,Western Metropolitan,4,1345000.0,5.9,3032.0,4.0,1.0,1.0,552.0,-37.7769,144.9138,Ascot Vale,0.7293
265,Ascot Vale,44 Walter St,h,S,Barry,Moonee Valley City Council,Western Metropolitan,3,1381500.0,5.9,3032.0,3.0,2.0,2.0,416.0,-37.7727,144.9055,Moonee Ponds,1.4272
266,Ascot Vale,25 Dalgety Dr,h,S,Jellis,Moonee Valley City Council,Western Metropolitan,3,940000.0,5.9,3032.0,3.0,2.0,2.0,285.0,-37.7778,144.9061,Showgrounds,1.0092
267,Ascot Vale,7 Dalgety Dr,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,995000.0,5.9,3032.0,3.0,2.0,1.0,314.0,-37.7778,144.9042,Flemington Racecourse,1.1196
268,Ascot Vale,37 Epsom Rd,h,SP,Frank,Moonee Valley City Council,Western Metropolitan,3,1050000.0,5.9,3032.0,3.0,1.0,3.0,536.0,-37.7728,144.9076,Moonee Ponds,1.282
269,Ascot Vale,6 Waller Ct,h,S,Brad,Moonee Valley City Council,Western Metropolitan,3,786000.0,5.9,3032.0,3.0,2.0,1.0,576.0,-37.7816,144.9217,Showgrounds,0.629
270,Ascot Vale,17 Ascot St,h,PI,Nelson,Moonee Valley City Council,Western Metropolitan,2,705000.0,5.9,3032.0,2.0,1.0,3.0,252.0,-37.7825,144.9206,Showgrounds,0.5074
271,Ascot Vale,73 Kent St,h,PI,Nelson,Moonee Valley City Council,Western Metropolitan,2,760000.0,5.9,3032.0,2.0,1.0,1.0,124.0,-37.7807,144.9285,Newmarket,0.6908
272,Ascot Vale,1 East St,t,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,1000000.0,5.9,3032.0,3.0,2.0,2.0,200.0,-37.7766,144.9277,Ascot Vale,0.5277
273,Ascot Vale,32 Geddes St,h,PI,Nelson,Moonee Valley City Council,Western Metropolitan,4,1110000.0,5.9,3032.0,4.0,2.0,1.0,349.0,-37.7775,144.913,Showgrounds,0.6951
274,Ascot Vale,30 Mirams St,h,PI,Jellis,Moonee Valley City Council,Western Metropolitan,4,1300000.0,5.9,3032.0,4.0,1.0,4.0,664.0,-37.7765,144.9132,Ascot Vale,0.7726
275,Ascot Vale,43 Mirams St,h,PI,Nelson,Moonee Valley City Council,Western Metropolitan,3,1060000.0,5.9,3032.0,3.0,1.0,1.0,555.0,-37.7767,144.9125,Showgrounds,0.7925
